Title,Creator,Contributors,TulaneName,FullName,FirstName,LastName,BirthYear,DeathYear,Description,Notes,Date,Language,Identifier,Source,Relation,Coverage-Spatial,Collection,Rights,Publisher,Contact Information,Type,Format,Cataloger,Cataloged Date,Object File Name,Image Resolution (Archival),Image Bit-Depth (Archival),Color Mode (Archival),Extent (Archival),Image Manipulation (Archival),File Size (Archival),Hardware/Software (Archival),Digitized By,Digitized Date,File to Upload,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Location URI
George 'Kid Sheik' Colar,"Hurley, Jack",,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"John Harrington of Canadian Broadcasting and Richard B. Allen; prior to """"Kid Sheik""""'s departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 2",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000413,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/495,495,496.jp2,/p16313coll33/image/496.jp2,
George 'Kid Sheik' Colar,,,"Harrington, John",John Harrington,John,Harrington,,,"John Harrington of Canadian Broadcasting and Richard B. Allen; prior to """"Kid Sheik""""'s departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/495,495,,,
George 'Kid Sheik' Colar,,,"Allen, Richard, 1927-2007",Richard Allen,Richard,Allen,1927,2007,"John Harrington of Canadian Broadcasting and Richard B. Allen; prior to """"Kid Sheik""""'s departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/495,495,,,
George 'Kid Sheik' Colar,"Hurley, Jack",,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"John Harrington of Canadian Broadcasting Co. and Richard B. Allen; prior to """"Kid Sheik""""'s departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 3",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000414,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/496,496,497.jp2,/p16313coll33/image/497.jp2,
George 'Kid Sheik' Colar,,,"Harrington, John",John Harrington,John,Harrington,,,"John Harrington of Canadian Broadcasting Co. and Richard B. Allen; prior to """"Kid Sheik""""'s departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/496,496,,,
George 'Kid Sheik' Colar,,,"Allen, Richard, 1927-2007",Richard Allen,Richard,Allen,1927,2007,"John Harrington of Canadian Broadcasting Co. and Richard B. Allen; prior to """"Kid Sheik""""'s departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/496,496,,,
George 'Kid Sheik' Colar,"Hurley, Jack",,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"Mabel Carter (sister), another sister, and Mrs. Colar. Send off for """"Kid Sheik"""" prior to his departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 4",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000415,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/497,497,498.jp2,/p16313coll33/image/498.jp2,
George 'Kid Sheik' Colar,,,"Carter, Mabel",Mabel Carter,Mabel,Carter,,,"Mabel Carter (sister), another sister, and Mrs. Colar. Send off for """"Kid Sheik"""" prior to his departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/497,497,,,
George 'Kid Sheik' Colar,"Hurley, Jack",,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000416,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,499.jp2,/p16313coll33/image/499.jp2,
George 'Kid Sheik' Colar,,,"Charles, Jesse",Jesse Charles,Jesse,Charles,,,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,,,
George 'Kid Sheik' Colar,,,"Warner, Albert",Albert Warner,Albert,Warner,,,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,,,
George 'Kid Sheik' Colar,,,"Tillman, Wilbert, 1907-1967",Wilbert Tillman,Wilbert,Tillman,1907,1967,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,,,
George 'Kid Sheik' Colar,,,"Houston, Matthew, 1911-1981",Matthew Houston,Matthew,Houston,1911,1981,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,,,
George 'Kid Sheik' Colar,,,"Minor, Anderson",Anderson Minor,Anderson,Minor,,,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,,,
George 'Kid Sheik' Colar,,,"Dejan, Harold, 1909-2002",Harold Dejan,Harold,Dejan,1909,2002,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,,,
George 'Kid Sheik' Colar,,,"Anderson, Andy, 1905-1982",Andy Anderson,Andy,Anderson,1905,1982,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,,,
George 'Kid Sheik' Colar,,,"Frazier, Josiah",Josiah Frazier,Josiah,Frazier,,,"Olympia Brass Band: Jesse Charles, cl, Albert Warner, tb, Wilbert Tillman (wearing hat), Matthew Houston, Anderson Minor, Harold Dejan, Andy Anderson, Josiah Frazier; Send off for """"Kid Shiek"""" when he went to Europe; Union Passenger Terminal; KS - 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/498,498,,,
George 'Kid Sheik' Colar,"Hurley, Jack",,"Warner, Albert",Albert Warner,Albert,Warner,,,"Olympia Brass Band: Albert Warner, Anderson Minor, Willie Humphrey, Henry """"Booker T"""" Glass, Harold Dejan; Dancer. Send off for """"Kid Sheik"""" prior to his departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 6",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000417,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/499,499,500.jp2,/p16313coll33/image/500.jp2,
George 'Kid Sheik' Colar,,,"Minor, Anderson",Anderson Minor,Anderson,Minor,,,"Olympia Brass Band: Albert Warner, Anderson Minor, Willie Humphrey, Henry """"Booker T"""" Glass, Harold Dejan; Dancer. Send off for """"Kid Sheik"""" prior to his departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/499,499,,,
George 'Kid Sheik' Colar,,,"Humphrey, Willie, 1900-1994",Willie Humphrey,Willie,Humphrey,1900,1994,"Olympia Brass Band: Albert Warner, Anderson Minor, Willie Humphrey, Henry """"Booker T"""" Glass, Harold Dejan; Dancer. Send off for """"Kid Sheik"""" prior to his departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/499,499,,,
George 'Kid Sheik' Colar,,,"Glass, Henry",Henry Glass,Henry,Glass,,,"Olympia Brass Band: Albert Warner, Anderson Minor, Willie Humphrey, Henry """"Booker T"""" Glass, Harold Dejan; Dancer. Send off for """"Kid Sheik"""" prior to his departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/499,499,,,
George 'Kid Sheik' Colar,,,"Dejan, Harold, 1909-2002",Harold Dejan,Harold,Dejan,1909,2002,"Olympia Brass Band: Albert Warner, Anderson Minor, Willie Humphrey, Henry """"Booker T"""" Glass, Harold Dejan; Dancer. Send off for """"Kid Sheik"""" prior to his departure for England. Olympia Brass Band played; Union Passenger Terminal; KS - 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/499,499,,,
George 'Kid Sheik' Colar,"Hurley, Jack",,"Charles, Jesse",Jesse Charles,Jesse,Charles,,,"Olympia Brass Band: Jesse Charles, Willie Humphrey, Albert Warner, Wilbert Tillman, Anderson Minor, Fats Houston, Harold Dejan, Andy Anderson; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 7",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000418,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/500,500,501.jp2,/p16313coll33/image/501.jp2,
George 'Kid Sheik' Colar,,,"Humphrey, Willie, 1900-1994",Willie Humphrey,Willie,Humphrey,1900,1994,"Olympia Brass Band: Jesse Charles, Willie Humphrey, Albert Warner, Wilbert Tillman, Anderson Minor, Fats Houston, Harold Dejan, Andy Anderson; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/500,500,,,
George 'Kid Sheik' Colar,,,"Warner, Albert",Albert Warner,Albert,Warner,,,"Olympia Brass Band: Jesse Charles, Willie Humphrey, Albert Warner, Wilbert Tillman, Anderson Minor, Fats Houston, Harold Dejan, Andy Anderson; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/500,500,,,
George 'Kid Sheik' Colar,,,"Tillman, Wilbert, 1907-1967",Wilbert Tillman,Wilbert,Tillman,1907,1967,"Olympia Brass Band: Jesse Charles, Willie Humphrey, Albert Warner, Wilbert Tillman, Anderson Minor, Fats Houston, Harold Dejan, Andy Anderson; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/500,500,,,
George 'Kid Sheik' Colar,,,"Minor, Anderson",Anderson Minor,Anderson,Minor,,,"Olympia Brass Band: Jesse Charles, Willie Humphrey, Albert Warner, Wilbert Tillman, Anderson Minor, Fats Houston, Harold Dejan, Andy Anderson; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/500,500,,,
George 'Kid Sheik' Colar,,,"Houston, Matthew, 1911-1981",Matthew Houston,Matthew,Houston,1911,1981,"Olympia Brass Band: Jesse Charles, Willie Humphrey, Albert Warner, Wilbert Tillman, Anderson Minor, Fats Houston, Harold Dejan, Andy Anderson; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/500,500,,,
George 'Kid Sheik' Colar,,,"Dejan, Harold, 1909-2002",Harold Dejan,Harold,Dejan,1909,2002,"Olympia Brass Band: Jesse Charles, Willie Humphrey, Albert Warner, Wilbert Tillman, Anderson Minor, Fats Houston, Harold Dejan, Andy Anderson; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/500,500,,,
George 'Kid Sheik' Colar,,,"Anderson, Andy, 1905-1982",Andy Anderson,Andy,Anderson,1905,1982,"Olympia Brass Band: Jesse Charles, Willie Humphrey, Albert Warner, Wilbert Tillman, Anderson Minor, Fats Houston, Harold Dejan, Andy Anderson; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/500,500,,,
George 'Kid Sheik' Colar,"Hurley, Jack",,"Tillman, Wilbert, 1907-1967",Wilbert Tillman,Wilbert,Tillman,1907,1967,"Olympia Brass Band: Wilbert Tillman, sous, Josiah Frazier, sn d, Albert Warner, tb, Jesse Chrles, cl; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 8",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000419,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/501,501,502.jp2,/p16313coll33/image/502.jp2,
George 'Kid Sheik' Colar,,,"Frazier, Josiah",Josiah Frazier,Josiah,Frazier,,,"Olympia Brass Band: Wilbert Tillman, sous, Josiah Frazier, sn d, Albert Warner, tb, Jesse Chrles, cl; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/501,501,,,
George 'Kid Sheik' Colar,,,"Warner, Albert",Albert Warner,Albert,Warner,,,"Olympia Brass Band: Wilbert Tillman, sous, Josiah Frazier, sn d, Albert Warner, tb, Jesse Chrles, cl; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/501,501,,,
George 'Kid Sheik' Colar,,,"Charles, Jesse",Jesse Charles,Jesse,Charles,,,"Olympia Brass Band: Wilbert Tillman, sous, Josiah Frazier, sn d, Albert Warner, tb, Jesse Chrles, cl; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal; KS - 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/501,501,,,
George 'Kid Sheik' Colar,"Hurley, Jack",,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"Olympia Brass Band: Edgar """"Sambo"""" Joseph, Andy Anderson, Harold Dejan, Fats Houston, Jesse Charles; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal, KS - 10",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000421,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/503,503,504.jp2,/p16313coll33/image/504.jp2,
George 'Kid Sheik' Colar,,,"Joseph, Edgar",Edgar Joseph,Edgar,Joseph,,,"Olympia Brass Band: Edgar """"Sambo"""" Joseph, Andy Anderson, Harold Dejan, Fats Houston, Jesse Charles; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal, KS - 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/503,503,,,
George 'Kid Sheik' Colar,,,"Anderson, Andy, 1905-1982",Andy Anderson,Andy,Anderson,1905,1982,"Olympia Brass Band: Edgar """"Sambo"""" Joseph, Andy Anderson, Harold Dejan, Fats Houston, Jesse Charles; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal, KS - 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/503,503,,,
George 'Kid Sheik' Colar,,,"Dejan, Harold, 1909-2002",Harold Dejan,Harold,Dejan,1909,2002,"Olympia Brass Band: Edgar """"Sambo"""" Joseph, Andy Anderson, Harold Dejan, Fats Houston, Jesse Charles; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal, KS - 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/503,503,,,
George 'Kid Sheik' Colar,,,"Houston, Fats",Fats Houston,Fats,Houston,,,"Olympia Brass Band: Edgar """"Sambo"""" Joseph, Andy Anderson, Harold Dejan, Fats Houston, Jesse Charles; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal, KS - 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/503,503,,,
George 'Kid Sheik' Colar,,,"Charles, Jesse",Jesse Charles,Jesse,Charles,,,"Olympia Brass Band: Edgar """"Sambo"""" Joseph, Andy Anderson, Harold Dejan, Fats Houston, Jesse Charles; Send off for """"Kid Sheik"""" when he went to Europe; Union Passenger Terminal, KS - 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/503,503,,,
George 'Kid Sheik' Colar,"Hurley, Jack",,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"Kid Sheik"""" boarding the train to go to New York on his departure for England. Olympia Brass Band played; Union Passenger Terminal, KS - 11",,1963-05,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000422,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/504,504,505.jp2,/p16313coll33/image/505.jp2,
George 'Kid Sheik' Colar,,,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,Publicity photo during Sheik's visit to England with Barry Martyn's Band,,1963,, See 'reference url' on the navigation bar.,,,Great Britian,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000423,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/505,505,506.jp2,/p16313coll33/image/506.jp2,
George 'Kid Sheik' Colar,"Wolfe, Leon M.",,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"Funeral in the District; band members identified are George 'Kid Sheik' Colar, [Eddie Summers?], and George Lewis",,1930s,, See 'reference url' on the navigation bar.,,,,Storyville Collection,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000424,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/506,506,507.jp2,/p16313coll33/image/507.jp2,
George 'Kid Sheik' Colar,,,"Lewis, George, 1900-1968",George Lewis,George,Lewis,1900,1968,"Funeral in the District; band members identified are George 'Kid Sheik' Colar, [Eddie Summers?], and George Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/506,506,,,
George 'Kid Sheik' Colar,,,"Summers, Eddie",Eddie Summers,Eddie,Summers,,,"Funeral in the District; band members identified are George 'Kid Sheik' Colar, [Eddie Summers?], and George Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/506,506,,,
George 'Kid Sheik' Colar,,,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,"with Eddie Summers, tb; unknown, d, and possibly Raymond Glapion, g",,,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000425,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/507,507,508.jp2,/p16313coll33/image/508.jp2,
George 'Kid Sheik' Colar,,,"Summers, Eddie",Eddie Summers,Eddie,Summers,,,"with Eddie Summers, tb; unknown, d, and possibly Raymond Glapion, g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/507,507,,,
George 'Kid Sheik' Colar,,,"Glapion, Raymond",Raymond Glapion,Raymond,Glapion,,,"with Eddie Summers, tb; unknown, d, and possibly Raymond Glapion, g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/507,507,,,
Lee Collins' Band,"Russell, William",,"Thompson, Bill",Bill Thompson,Bill,Thompson,,,"1) Bill """"Nose"""" Thompson, p, Clarence """"Big Foot"""" Breckenridge, Jeep Robinson, s, and Lee Collins, tp; at the Victory Club",,1952,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000426_1,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/508,508,509.jp2,/p16313coll33/image/509.jp2,
Lee Collins' Band,,,"Breckenridge, Clarence",Clarence Breckenridge,Clarence,Breckenridge,,,"1) Bill """"Nose"""" Thompson, p, Clarence """"Big Foot"""" Breckenridge, Jeep Robinson, s, and Lee Collins, tp; at the Victory Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/508,508,,,
Lee Collins' Band,,,"Robinson, Jeep",Jeep Robinson,Jeep,Robinson,,,"1) Bill """"Nose"""" Thompson, p, Clarence """"Big Foot"""" Breckenridge, Jeep Robinson, s, and Lee Collins, tp; at the Victory Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/508,508,,,
Lee Collins' Band,,,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,"1) Bill """"Nose"""" Thompson, p, Clarence """"Big Foot"""" Breckenridge, Jeep Robinson, s, and Lee Collins, tp; at the Victory Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/508,508,,,
Lee Collins,"Russell, William",,"Breckinridge, Clarence",Clarence Breckinridge,Clarence,Breckinridge,,,"with Clarence """"Big Foot"""" Breckinridge, Jeep Robinson, s, and Anderson Saucier; at the Victory Club",,1952,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000427,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/510,510,511.jp2,/p16313coll33/image/511.jp2,
Lee Collins,,,"Robinson, Jeep",Jeep Robinson,Jeep,Robinson,,,"with Clarence """"Big Foot"""" Breckinridge, Jeep Robinson, s, and Anderson Saucier; at the Victory Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/510,510,,,
Lee Collins,,,"Saucier, Anderson",Anderson Saucier,Anderson,Saucier,,,"with Clarence """"Big Foot"""" Breckinridge, Jeep Robinson, s, and Anderson Saucier; at the Victory Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/510,510,,,
Lee Collins,"Russell, William",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,"and """"Nose"""" Thompson, p; during a recording session at Gaffers Lounge, Water Street",,1952,, See 'reference url' on the navigation bar.,,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000428,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/511,511,512.jp2,/p16313coll33/image/512.jp2,http://sws.geonames.org/4887539/
Lee Collins,,,"Thompson, Bill",Bill Thompson,Bill,Thompson,,,"and """"Nose"""" Thompson, p; during a recording session at Gaffers Lounge, Water Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/511,511,,,
